,year_month,predicted,actual_demand,mape,h1,channel,statistical_accuracy,total_accuracy,client_id,last_updated_at
231,2024-07-01,5321.675,5781.503,0.9204656643782768,Fat & Oil,Retail,0,1,1,2024-10-21
232,2024-08-01,5637.426,6943.131,0.8119429116345349,Fat & Oil,Retail,0,1,1,2024-10-21
233,2024-09-01,6778.33,6380.72,0.9376857157186024,Fat & Oil,Retail,0,1,1,2024-10-21
234,2024-07-01,91149.075,123313.822,0.7391634897181274,Fat & Oil,ALL,1,0,1,2024-10-21
235,2024-08-01,98546.501,121069.493,0.8139664134878305,Fat & Oil,ALL,1,0,1,2024-10-21
236,2024-09-01,98924.208,109557.60800000001,0.9029423862558226,Fat & Oil,ALL,1,0,1,2024-10-21
237,2024-07-01,91149.075,123313.822,0.7391634897181274,Fat & Oil,ALL,0,1,1,2024-10-21
238,2024-08-01,98546.501,121069.493,0.8139664134878305,Fat & Oil,ALL,0,1,1,2024-10-21
239,2024-09-01,98924.208,109557.60800000001,0.9029423862558226,Fat & Oil,ALL,0,1,1,2024-10-21
240,2024-07-01,232955.10199999998,240171.676,0.9699524351905675,Dairy,B2B,1,0,1,2024-10-21
241,2024-08-01,238261.016,284255.268,0.8381938448366769,Dairy,B2B,1,0,1,2024-10-21
242,2024-09-01,266901.45,238605.276,0.8814101076289697,Dairy,B2B,1,0,1,2024-10-21
243,2024-07-01,232955.10199999998,240171.676,0.9699524351905675,Dairy,B2B,0,1,1,2024-10-21
244,2024-08-01,238261.016,284255.268,0.8381938448366769,Dairy,B2B,0,1,1,2024-10-21
245,2024-09-01,266901.45,238605.276,0.8814101076289697,Dairy,B2B,0,1,1,2024-10-21
246,2024-07-01,1944.978,1862.132,0.9555101356939251,Dairy,Ecomm,1,0,1,2024-10-21
247,2024-08-01,1928.1499999999999,1594.054,0.7904111153072608,Dairy,Ecomm,1,0,1,2024-10-21
248,2024-09-01,1664.4560000000001,1579.124,0.9459624450011525,Dairy,Ecomm,1,0,1,2024-10-21
249,2024-07-01,1944.978,1862.132,0.9555101356939251,Dairy,Ecomm,0,1,1,2024-10-21
250,2024-08-01,1928.1499999999999,1594.054,0.7904111153072608,Dairy,Ecomm,0,1,1,2024-10-21
251,2024-09-01,1664.4560000000001,1579.124,0.9459624450011525,Dairy,Ecomm,0,1,1,2024-10-21
252,2024-07-01,19657.714,26326.0,0.7467034110765023,Dairy,Export_Re-Export,1,0,1,2024-10-21
253,2024-08-01,18949.074,27138.37,0.6982392089134315,Dairy,Export_Re-Export,1,0,1,2024-10-21
254,2024-09-01,25753.424,18012.198,0.570223134344848,Dairy,Export_Re-Export,1,0,1,2024-10-21
255,2024-07-01,19657.714,26326.0,0.7467034110765023,Dairy,Export_Re-Export,0,1,1,2024-10-21
256,2024-08-01,18949.074,27138.37,0.6982392089134315,Dairy,Export_Re-Export,0,1,1,2024-10-21
257,2024-09-01,25753.424,18012.198,0.570223134344848,Dairy,Export_Re-Export,0,1,1,2024-10-21
258,2024-07-01,16909.79,17516.632,0.9653562397154887,Dairy,Retail,1,0,1,2024-10-21
259,2024-08-01,17053.454,18699.766,0.9119608234669889,Dairy,Retail,1,0,1,2024-10-21
260,2024-09-01,17390.032,14824.89,0.8269705879773813,Dairy,Retail,1,0,1,2024-10-21
261,2024-07-01,16909.79,17516.632,0.9653562397154887,Dairy,Retail,0,1,1,2024-10-21
262,2024-08-01,17053.454,18699.766,0.9119608234669889,Dairy,Retail,0,1,1,2024-10-21
263,2024-09-01,17390.032,14824.89,0.8269705879773813,Dairy,Retail,0,1,1,2024-10-21
264,2024-07-01,271467.584,285876.44,0.9495976093727765,Dairy,ALL,1,0,1,2024-10-21
265,2024-08-01,276191.694,331687.458,0.8326865768919126,Dairy,ALL,1,0,1,2024-10-21
266,2024-09-01,311709.36199999996,273021.488,0.8582973293296242,Dairy,ALL,1,0,1,2024-10-21
267,2024-07-01,271467.584,285876.44,0.9495976093727765,Dairy,ALL,0,1,1,2024-10-21
268,2024-08-01,276191.694,331687.458,0.8326865768919126,Dairy,ALL,0,1,1,2024-10-21
269,2024-09-01,311709.36199999996,273021.488,0.8582973293296242,Dairy,ALL,0,1,1,2024-10-21
270,2024-07-01,19873.212,25809.342,0.7700007229940229,Filling & Jam,B2B,1,0,1,2024-10-21
271,2024-08-01,29396.665,35890.668,0.8190615176067495,Filling & Jam,B2B,1,0,1,2024-10-21
272,2024-09-01,43139.113000000005,29008.813000000002,0.5128963049953129,Filling & Jam,B2B,1,0,1,2024-10-21
273,2024-07-01,19873.212,25809.342,0.7700007229940229,Filling & Jam,B2B,0,1,1,2024-10-21
274,2024-08-01,29396.665,35890.668,0.8190615176067495,Filling & Jam,B2B,0,1,1,2024-10-21
275,2024-09-01,43139.113000000005,29008.813000000002,0.5128963049953129,Filling & Jam,B2B,0,1,1,2024-10-21
276,2024-07-01,844.815,1191.778,0.7088694370931499,Filling & Jam,Ecomm,1,0,1,2024-10-21
277,2024-08-01,1357.245,1746.0,0.7773453608247423,Filling & Jam,Ecomm,1,0,1,2024-10-21
278,2024-09-01,2719.419,892.169,0.0,Filling & Jam,Ecomm,1,0,1,2024-10-21
279,2024-07-01,844.815,1191.778,0.7088694370931499,Filling & Jam,Ecomm,0,1,1,2024-10-21
280,2024-08-01,1357.245,1746.0,0.7773453608247423,Filling & Jam,Ecomm,0,1,1,2024-10-21
281,2024-09-01,2719.419,892.169,0.0,Filling & Jam,Ecomm,0,1,1,2024-10-21
282,2024-07-01,10906.4,8053.368,0.6457343064417274,Filling & Jam,Export_Re-Export,1,0,1,2024-10-21
283,2024-08-01,8540.49,10531.48,0.8109486985684823,Filling & Jam,Export_Re-Export,1,0,1,2024-10-21
284,2024-09-01,8381.38,7018.292,0.8057806657232274,Filling & Jam,Export_Re-Export,1,0,1,2024-10-21
285,2024-07-01,10906.4,8053.368,0.6457343064417274,Filling & Jam,Export_Re-Export,0,1,1,2024-10-21
286,2024-08-01,8540.49,10531.48,0.8109486985684823,Filling & Jam,Export_Re-Export,0,1,1,2024-10-21
287,2024-09-01,8381.38,7018.292,0.8057806657232274,Filling & Jam,Export_Re-Export,0,1,1,2024-10-21
288,2024-07-01,8885.786,7660.619,0.8400694513067416,Filling & Jam,Retail,1,0,1,2024-10-21
289,2024-08-01,12130.746,17009.25,0.7131852374443317,Filling & Jam,Retail,1,0,1,2024-10-21
290,2024-09-01,18053.156,16245.084,0.8887003600596957,Filling & Jam,Retail,1,0,1,2024-10-21
291,2024-07-01,8885.786,7660.619,0.8400694513067416,Filling & Jam,Retail,0,1,1,2024-10-21
292,2024-08-01,12130.746,17009.25,0.7131852374443317,Filling & Jam,Retail,0,1,1,2024-10-21
293,2024-09-01,18053.156,16245.084,0.8887003600596957,Filling & Jam,Retail,0,1,1,2024-10-21
294,2024-07-01,40510.213,42715.107,0.948381400519493,Filling & Jam,ALL,1,0,1,2024-10-21
295,2024-08-01,51425.146,65177.398,0.7890027460132729,Filling & Jam,ALL,1,0,1,2024-10-21
296,2024-09-01,72293.068,53164.358,0.6401967272886094,Filling & Jam,ALL,1,0,1,2024-10-21
297,2024-07-01,40510.213,42715.107,0.948381400519493,Filling & Jam,ALL,0,1,1,2024-10-21
298,2024-08-01,51425.146,65177.398,0.7890027460132729,Filling & Jam,ALL,0,1,1,2024-10-21
299,2024-09-01,72293.068,53164.358,0.6401967272886094,Filling & Jam,ALL,0,1,1,2024-10-21
300,2024-07-01,90562.404,114636.149,0.7899986591489565,Grocery,B2B,1,0,1,2024-10-21
301,2024-08-01,84500.298,82293.614,0.973185234032862,Grocery,B2B,1,0,1,2024-10-21
302,2024-09-01,86028.869,77860.775,0.8950935949455934,Grocery,B2B,1,0,1,2024-10-21
303,2024-07-01,90562.404,114636.149,0.7899986591489565,Grocery,B2B,0,1,1,2024-10-21
304,2024-08-01,84500.298,82293.614,0.973185234032862,Grocery,B2B,0,1,1,2024-10-21
305,2024-09-01,86028.869,77860.775,0.8950935949455934,Grocery,B2B,0,1,1,2024-10-21
306,2024-07-01,1534.792,2140.576,0.7169995365733335,Grocery,Ecomm,1,0,1,2024-10-21
307,2024-08-01,1898.2649999999999,1616.345,0.8255817910161507,Grocery,Ecomm,1,0,1,2024-10-21
308,2024-09-01,2992.787,2066.513,0.5517695751248601,Grocery,Ecomm,1,0,1,2024-10-21
309,2024-07-01,1534.792,2140.576,0.7169995365733335,Grocery,Ecomm,0,1,1,2024-10-21
310,2024-08-01,1898.2649999999999,1616.345,0.8255817910161507,Grocery,Ecomm,0,1,1,2024-10-21
311,2024-09-01,2992.787,2066.513,0.5517695751248601,Grocery,Ecomm,0,1,1,2024-10-21
312,2024-07-01,13256.755000000001,7861.433,0.3136973882496994,Grocery,Export_Re-Export,1,0,1,2024-10-21
313,2024-08-01,10022.809,13239.668,0.7570287260979656,Grocery,Export_Re-Export,1,0,1,2024-10-21
314,2024-09-01,9619.647,7020.8820000000005,0.6298520613222099,Grocery,Export_Re-Export,1,0,1,2024-10-21
315,2024-07-01,13256.755000000001,7861.433,0.3136973882496994,Grocery,Export_Re-Export,0,1,1,2024-10-21
316,2024-08-01,10022.809,13239.668,0.7570287260979656,Grocery,Export_Re-Export,0,1,1,2024-10-21
317,2024-09-01,9619.647,7020.8820000000005,0.6298520613222099,Grocery,Export_Re-Export,0,1,1,2024-10-21
318,2024-07-01,83536.921,75587.294,0.8948285276623342,Grocery,Retail,1,0,1,2024-10-21
319,2024-08-01,82750.143,91956.554,0.8998830360694029,Grocery,Retail,1,0,1,2024-10-21
320,2024-09-01,86019.922,86031.203,0.9998688731575683,Grocery,Retail,1,0,1,2024-10-21
321,2024-07-01,83536.921,75587.294,0.8948285276623342,Grocery,Retail,0,1,1,2024-10-21
322,2024-08-01,82750.143,91956.554,0.8998830360694029,Grocery,Retail,0,1,1,2024-10-21
323,2024-09-01,86019.922,86031.203,0.9998688731575683,Grocery,Retail,0,1,1,2024-10-21
324,2024-07-01,188890.872,200225.452,0.9433909131592322,Grocery,ALL,1,0,1,2024-10-21
325,2024-08-01,179171.51499999998,189106.181,0.947465143934137,Grocery,ALL,1,0,1,2024-10-21
326,2024-09-01,184661.225,172979.373,0.932466791864253,Grocery,ALL,1,0,1,2024-10-21
327,2024-07-01,188890.872,200225.452,0.9433909131592322,Grocery,ALL,0,1,1,2024-10-21
328,2024-08-01,179171.51499999998,189106.181,0.947465143934137,Grocery,ALL,0,1,1,2024-10-21
329,2024-09-01,184661.225,172979.373,0.932466791864253,Grocery,ALL,0,1,1,2024-10-21
330,2024-07-01,36963.85,37466.86,0.9865745354694788,Cheese,B2B,1,0,1,2024-10-21
331,2024-08-01,37375.295,43524.305,0.8587223851133292,Cheese,B2B,1,0,1,2024-10-21
332,2024-09-01,40070.409999999996,31455.2,0.7261117398713092,Cheese,B2B,1,0,1,2024-10-21
333,2024-07-01,36963.85,37466.86,0.9865745354694788,Cheese,B2B,0,1,1,2024-10-21
334,2024-08-01,37375.295,43524.305,0.8587223851133292,Cheese,B2B,0,1,1,2024-10-21
335,2024-09-01,40070.409999999996,31455.2,0.7261117398713092,Cheese,B2B,0,1,1,2024-10-21
336,2024-07-01,352.515,451.65500000000003,0.7804961751779566,Cheese,Ecomm,1,0,1,2024-10-21
337,2024-08-01,335.425,411.675,0.8147810773061275,Cheese,Ecomm,1,0,1,2024-10-21
338,2024-09-01,340.075,319.64,0.9360687022900763,Cheese,Ecomm,1,0,1,2024-10-21
339,2024-07-01,352.515,451.65500000000003,0.7804961751779566,Cheese,Ecomm,0,1,1,2024-10-21
340,2024-08-01,335.425,411.675,0.8147810773061275,Cheese,Ecomm,0,1,1,2024-10-21
341,2024-09-01,340.075,319.64,0.9360687022900763,Cheese,Ecomm,0,1,1,2024-10-21
342,2024-07-01,3326.08,2811.87,0.8171288146322554,Cheese,Export_Re-Export,1,0,1,2024-10-21
343,2024-08-01,3123.15,2522.975,0.762116152557992,Cheese,Export_Re-Export,1,0,1,2024-10-21
344,2024-09-01,2246.7000000000003,2291.45,0.9804708808832837,Cheese,Export_Re-Export,1,0,1,2024-10-21
345,2024-07-01,3326.08,2811.87,0.8171288146322554,Cheese,Export_Re-Export,0,1,1,2024-10-21
346,2024-08-01,3123.15,2522.975,0.762116152557992,Cheese,Export_Re-Export,0,1,1,2024-10-21
347,2024-09-01,2246.7000000000003,2291.45,0.9804708808832837,Cheese,Export_Re-Export,0,1,1,2024-10-21
348,2024-07-01,7689.14,8011.98,0.959705341251476,Cheese,Retail,1,0,1,2024-10-21
349,2024-08-01,7768.425,8720.63,0.8908100676212614,Cheese,Retail,1,0,1,2024-10-21
350,2024-09-01,8153.26,7493.105,0.9118983385392303,Cheese,Retail,1,0,1,2024-10-21
351,2024-07-01,7689.14,8011.98,0.959705341251476,Cheese,Retail,0,1,1,2024-10-21
352,2024-08-01,7768.425,8720.63,0.8908100676212614,Cheese,Retail,0,1,1,2024-10-21
353,2024-09-01,8153.26,7493.105,0.9118983385392303,Cheese,Retail,0,1,1,2024-10-21
354,2024-07-01,48331.585,48742.365,0.9915724237016402,Cheese,ALL,1,0,1,2024-10-21
355,2024-08-01,48602.295,55179.585,0.8808021118680034,Cheese,ALL,1,0,1,2024-10-21
356,2024-09-01,50810.445,41559.395,0.7774017162665625,Cheese,ALL,1,0,1,2024-10-21
357,2024-07-01,48331.585,48742.365,0.9915724237016402,Cheese,ALL,0,1,1,2024-10-21
358,2024-08-01,48602.295,55179.585,0.8808021118680034,Cheese,ALL,0,1,1,2024-10-21
359,2024-09-01,50810.445,41559.395,0.7774017162665625,Cheese,ALL,0,1,1,2024-10-21
360,2024-07-01,114205.654,99861.659,0.8563613388397644,PHD,B2B,1,0,1,2024-10-21
361,2024-08-01,108762.33899999999,113339.246,0.9596176332424162,PHD,B2B,1,0,1,2024-10-21
362,2024-09-01,144239.508,110553.008,0.6952909684736936,PHD,B2B,1,0,1,2024-10-21
363,2024-07-01,114205.654,99861.659,0.8563613388397644,PHD,B2B,0,1,1,2024-10-21
364,2024-08-01,108762.33899999999,113339.246,0.9596176332424162,PHD,B2B,0,1,1,2024-10-21
365,2024-09-01,144239.508,110553.008,0.6952909684736936,PHD,B2B,0,1,1,2024-10-21
366,2024-07-01,1676.337,3347.19,0.5008191946080145,PHD,Ecomm,1,0,1,2024-10-21
367,2024-08-01,1223.992,444.837,0.0,PHD,Ecomm,1,0,1,2024-10-21
368,2024-09-01,1887.0469999999998,5635.914000000001,0.33482537171433047,PHD,Ecomm,1,0,1,2024-10-21
369,2024-07-01,1676.337,3347.19,0.5008191946080145,PHD,Ecomm,0,1,1,2024-10-21
370,2024-08-01,1223.992,444.837,0.0,PHD,Ecomm,0,1,1,2024-10-21
371,2024-09-01,1887.0469999999998,5635.914000000001,0.33482537171433047,PHD,Ecomm,0,1,1,2024-10-21
372,2024-07-01,9005.622,8964.295,0.9953898215085515,PHD,Export_Re-Export,1,0,1,2024-10-21
373,2024-08-01,9050.785,5184.3,0.2541934301641495,PHD,Export_Re-Export,1,0,1,2024-10-21
374,2024-09-01,14072.192,9489.304,0.517046982581652,PHD,Export_Re-Export,1,0,1,2024-10-21
375,2024-07-01,9005.622,8964.295,0.9953898215085515,PHD,Export_Re-Export,0,1,1,2024-10-21
376,2024-08-01,9050.785,5184.3,0.2541934301641495,PHD,Export_Re-Export,0,1,1,2024-10-21
377,2024-09-01,14072.192,9489.304,0.517046982581652,PHD,Export_Re-Export,0,1,1,2024-10-21
378,2024-07-01,99477.785,133823.802,0.7433489671740159,PHD,Retail,1,0,1,2024-10-21
379,2024-08-01,98400.97099999999,117321.878,0.8387265246470057,PHD,Retail,1,0,1,2024-10-21
380,2024-09-01,102266.938,100457.51299999999,0.9819881565254358,PHD,Retail,1,0,1,2024-10-21
381,2024-07-01,99477.785,133823.802,0.7433489671740159,PHD,Retail,0,1,1,2024-10-21
382,2024-08-01,98400.97099999999,117321.878,0.8387265246470057,PHD,Retail,0,1,1,2024-10-21
383,2024-09-01,102266.938,100457.51299999999,0.9819881565254358,PHD,Retail,0,1,1,2024-10-21
384,2024-07-01,224365.398,245996.946,0.9120657863776894,PHD,ALL,1,0,1,2024-10-21
385,2024-08-01,217438.087,236290.261,0.9202160346337761,PHD,ALL,1,0,1,2024-10-21
386,2024-09-01,262465.685,226135.739,0.8393445186477136,PHD,ALL,1,0,1,2024-10-21
387,2024-07-01,224365.398,245996.946,0.9120657863776894,PHD,ALL,0,1,1,2024-10-21
388,2024-08-01,217438.087,236290.261,0.9202160346337761,PHD,ALL,0,1,1,2024-10-21
389,2024-09-01,262465.685,226135.739,0.8393445186477136,PHD,ALL,0,1,1,2024-10-21
390,2024-07-01,28828.658,19586.283,0.5281200113365052,Meat,B2B,1,0,1,2024-10-21
391,2024-08-01,29377.595,27655.175,0.9377179858742531,Meat,B2B,1,0,1,2024-10-21
392,2024-09-01,22208.287,14500.752,0.46847342813669257,Meat,B2B,1,0,1,2024-10-21
393,2024-07-01,28828.658,19586.283,0.5281200113365052,Meat,B2B,0,1,1,2024-10-21
394,2024-08-01,29377.595,27655.175,0.9377179858742531,Meat,B2B,0,1,1,2024-10-21
395,2024-09-01,22208.287,14500.752,0.46847342813669257,Meat,B2B,0,1,1,2024-10-21
396,2024-07-01,8.838000000000001,25.514,0.34639805596927187,Meat,Ecomm,1,0,1,2024-10-21
397,2024-08-01,14.051,21.427,0.655761422504317,Meat,Ecomm,1,0,1,2024-10-21
398,2024-09-01,10.776,19.993,0.5389886460261092,Meat,Ecomm,1,0,1,2024-10-21
399,2024-07-01,8.838000000000001,25.514,0.34639805596927187,Meat,Ecomm,0,1,1,2024-10-21
400,2024-08-01,14.051,21.427,0.655761422504317,Meat,Ecomm,0,1,1,2024-10-21
401,2024-09-01,10.776,19.993,0.5389886460261092,Meat,Ecomm,0,1,1,2024-10-21
402,2024-07-01,900.0,2148.0,0.4189944134078212,Meat,Export_Re-Export,1,0,1,2024-10-21
403,2024-08-01,2134.0,1009.0,0.0,Meat,Export_Re-Export,1,0,1,2024-10-21
404,2024-09-01,1405.0,623.0,0.0,Meat,Export_Re-Export,1,0,1,2024-10-21
405,2024-07-01,900.0,2148.0,0.4189944134078212,Meat,Export_Re-Export,0,1,1,2024-10-21
406,2024-08-01,2134.0,1009.0,0.0,Meat,Export_Re-Export,0,1,1,2024-10-21
407,2024-09-01,1405.0,623.0,0.0,Meat,Export_Re-Export,0,1,1,2024-10-21
408,2024-07-01,688.767,724.09,0.9512173901034402,Meat,Retail,1,0,1,2024-10-21
409,2024-08-01,710.219,755.936,0.9395226580027939,Meat,Retail,1,0,1,2024-10-21
410,2024-09-01,757.746,773.995,0.9790063243302605,Meat,Retail,1,0,1,2024-10-21
411,2024-07-01,688.767,724.09,0.9512173901034402,Meat,Retail,0,1,1,2024-10-21
412,2024-08-01,710.219,755.936,0.9395226580027939,Meat,Retail,0,1,1,2024-10-21
413,2024-09-01,757.746,773.995,0.9790063243302605,Meat,Retail,0,1,1,2024-10-21
414,2024-07-01,30426.263,22483.887,0.6467525388292513,Meat,ALL,1,0,1,2024-10-21
415,2024-08-01,32235.865,29441.538,0.9050889596868207,Meat,ALL,1,0,1,2024-10-21
416,2024-09-01,24381.809,15917.74,0.4682618889364947,Meat,ALL,1,0,1,2024-10-21
417,2024-07-01,30426.263,22483.887,0.6467525388292513,Meat,ALL,0,1,1,2024-10-21
418,2024-08-01,32235.865,29441.538,0.9050889596868207,Meat,ALL,0,1,1,2024-10-21
419,2024-09-01,24381.809,15917.74,0.4682618889364947,Meat,ALL,0,1,1,2024-10-21
420,2024-07-01,4137.28415,1717.804,0.0,Seafood,B2B,1,0,1,2024-10-21
421,2024-08-01,3708.216,1316.926,0.0,Seafood,B2B,1,0,1,2024-10-21
422,2024-09-01,6079.24645,1256.3407,0.0,Seafood,B2B,1,0,1,2024-10-21
423,2024-07-01,4137.28415,1717.804,0.0,Seafood,B2B,0,1,1,2024-10-21
424,2024-08-01,3708.216,1316.926,0.0,Seafood,B2B,0,1,1,2024-10-21
425,2024-09-01,6079.24645,1256.3407,0.0,Seafood,B2B,0,1,1,2024-10-21
426,2024-07-01,1.454,3.708,0.39212513484358136,Seafood,Ecomm,1,0,1,2024-10-21
427,2024-08-01,0.9,2.404,0.37437603993344426,Seafood,Ecomm,1,0,1,2024-10-21
428,2024-09-01,1.8,1.008,0.2142857142857143,Seafood,Ecomm,1,0,1,2024-10-21
429,2024-07-01,1.454,3.708,0.39212513484358136,Seafood,Ecomm,0,1,1,2024-10-21
430,2024-08-01,0.9,2.404,0.37437603993344426,Seafood,Ecomm,0,1,1,2024-10-21
431,2024-09-01,1.8,1.008,0.2142857142857143,Seafood,Ecomm,0,1,1,2024-10-21
432,2024-07-01,129.172,24.0,0.0,Seafood,Export_Re-Export,1,0,1,2024-10-21
433,2024-08-01,124.518,7.2,0.0,Seafood,Export_Re-Export,1,0,1,2024-10-21
434,2024-09-01,95.58000000000001,0.0,0.0,Seafood,Export_Re-Export,1,0,1,2024-10-21
435,2024-07-01,129.172,24.0,0.0,Seafood,Export_Re-Export,0,1,1,2024-10-21
436,2024-08-01,124.518,7.2,0.0,Seafood,Export_Re-Export,0,1,1,2024-10-21
437,2024-09-01,95.58000000000001,0.0,0.0,Seafood,Export_Re-Export,0,1,1,2024-10-21
438,2024-07-01,111.081,56.587,0.03698729390142619,Seafood,Retail,1,0,1,2024-10-21
439,2024-08-01,107.155,80.795,0.6737421870165233,Seafood,Retail,1,0,1,2024-10-21
440,2024-09-01,153.45600000000002,63.39,0.0,Seafood,Retail,1,0,1,2024-10-21
441,2024-07-01,111.081,56.587,0.03698729390142619,Seafood,Retail,0,1,1,2024-10-21
442,2024-08-01,107.155,80.795,0.6737421870165233,Seafood,Retail,0,1,1,2024-10-21
443,2024-09-01,153.45600000000002,63.39,0.0,Seafood,Retail,0,1,1,2024-10-21
444,2024-07-01,4378.99115,1802.099,0.0,Seafood,ALL,1,0,1,2024-10-21
445,2024-08-01,3940.7889999999998,1407.325,0.0,Seafood,ALL,1,0,1,2024-10-21
446,2024-09-01,6330.08245,1320.7386999999999,0.0,Seafood,ALL,1,0,1,2024-10-21
447,2024-07-01,4378.99115,1802.099,0.0,Seafood,ALL,0,1,1,2024-10-21
448,2024-08-01,3940.7889999999998,1407.325,0.0,Seafood,ALL,0,1,1,2024-10-21
449,2024-09-01,6330.08245,1320.7386999999999,0.0,Seafood,ALL,0,1,1,2024-10-21
450,2024-07-01,1373829.311408,1460809.246694,0.9404577048763576,ALL,B2B,1,0,1,2024-10-21
451,2024-08-01,1361572.722455,1532714.112701,0.8883409575028909,ALL,B2B,1,0,1,2024-10-21
452,2024-09-01,1543676.30243,1379910.643179,0.8813215478404303,ALL,B2B,1,0,1,2024-10-21
453,2024-07-01,1373829.311408,1460809.246694,0.9404577048763576,ALL,B2B,0,1,1,2024-10-21
454,2024-08-01,1361572.722455,1532714.112701,0.8883409575028909,ALL,B2B,0,1,1,2024-10-21
455,2024-09-01,1543676.30243,1379910.643179,0.8813215478404303,ALL,B2B,0,1,1,2024-10-21
456,2024-07-01,21953.922398,39772.327368,0.5519898846971595,ALL,Ecomm,1,0,1,2024-10-21
457,2024-08-01,21482.702,23584.090699,0.9108980403009941,ALL,Ecomm,1,0,1,2024-10-21
458,2024-09-01,27385.361,25258.227699,0.9157845385531853,ALL,Ecomm,1,0,1,2024-10-21
459,2024-07-01,21953.922398,39772.327368,0.5519898846971595,ALL,Ecomm,0,1,1,2024-10-21
460,2024-08-01,21482.702,23584.090699,0.9108980403009941,ALL,Ecomm,0,1,1,2024-10-21
461,2024-09-01,27385.361,25258.227699,0.9157845385531853,ALL,Ecomm,0,1,1,2024-10-21
462,2024-07-01,218852.81289,236073.650194,0.9270531154584669,ALL,Export_Re-Export,1,0,1,2024-10-21
463,2024-08-01,210942.14189,219418.52599999998,0.9613688768012233,ALL,Export_Re-Export,1,0,1,2024-10-21
464,2024-09-01,236676.22589,233508.79,0.9864354746988325,ALL,Export_Re-Export,1,0,1,2024-10-21
465,2024-07-01,218852.81289,236073.650194,0.9270531154584669,ALL,Export_Re-Export,0,1,1,2024-10-21
466,2024-08-01,210942.14189,219418.52599999998,0.9613688768012233,ALL,Export_Re-Export,0,1,1,2024-10-21
467,2024-09-01,236676.22589,233508.79,0.9864354746988325,ALL,Export_Re-Export,0,1,1,2024-10-21
468,2024-07-01,614094.18564,637475.944495,0.9633213471709546,ALL,Retail,1,0,1,2024-10-21
469,2024-08-01,590908.124011,667062.389553,0.8858363674302923,ALL,Retail,1,0,1,2024-10-21
470,2024-09-01,646980.947047,598425.182442,0.9188607598248824,ALL,Retail,1,0,1,2024-10-21
471,2024-07-01,614094.18564,637475.944495,0.9633213471709546,ALL,Retail,0,1,1,2024-10-21
472,2024-08-01,590908.124011,667062.389553,0.8858363674302923,ALL,Retail,0,1,1,2024-10-21
473,2024-09-01,646980.947047,598425.182442,0.9188607598248824,ALL,Retail,0,1,1,2024-10-21
474,2024-07-01,2228730.232336,2374131.168751,0.9387561486371061,ALL,ALL,1,0,1,2024-10-21
475,2024-08-01,2184905.690356,2442779.118953,0.894434406043422,ALL,ALL,1,0,1,2024-10-21
476,2024-09-01,2454718.836367,2237102.84332,0.9027241891463317,ALL,ALL,1,0,1,2024-10-21
477,2024-07-01,2228730.232336,2374131.168751,0.9387561486371061,ALL,ALL,0,1,1,2024-10-21
478,2024-08-01,2184905.690356,2442779.118953,0.894434406043422,ALL,ALL,0,1,1,2024-10-21
479,2024-09-01,2454718.836367,2237102.84332,0.9027241891463317,ALL,ALL,0,1,1,2024-10-21
